"VNRO","PKOKO"
"199695",100
"199723",56
"199737",8
"199752",30
"199899",1
"199903",28
"199919",10
"199935",100
"199976",100
"199984",50
"203588",100
"203703",200
"204784",2
"209148",600
"209155",600
"227900",2
"227934",2
"227967",200
"229682",350
"233445",300
"235127",2
"244889",100
"246660",2
"246678",2
"246686",2
"247478",400
"293803",100
"293829",100
"302877",100
"308395",200
"308403",200
"308411",200
"313734",4
"313890",0
"314047",400
"314872",2
"316364",12
"316695",200
"317032",100
"317990",20
"320034",200
"320037",200
"320038",200
"320106",100
"320107",100
"320108",100
"320298",100
"320323",100
"321184",100
"321194",4
"321195",4
"321196",4
"321199",4
"321200",4
"321201",4
"321202",4
"321271",400
"321335",60
"321336",100
"321337",500
"321338",300
"321339",500
"321340",100
"321342",500
"321343",100
"321455",100
"321627",100
"321666",5
"322319",1
"322370",200
"322412",200
"323005",4
"323006",4
"323007",4
"323009",4
"323311",100
"326702",100
"327627",400
"327650",400
"329482",400
"330076",400
"331660",50
"332122",200
"335117",100
"337857",90
"337865",30
"338459",200
"338467",200
"347567",2
"348227",2000
"348912",12
"348920",12
"350546",50
"353235",100
"370064",4
"370079",6
"370081",56
"370122",30
"370190",2.5
"370212",1
"370230",150
"370269",90
"370333",30
"370335",10
"370354",63
"370355",100
"370395",20
"370403",30
"370422",28
"370520",30
"370536",100
"370544",10
"370595",6
"370655",20
"370692",2
"370700",2
"370742",200
"370759",200
"370842",12
"370938",4
"370941",56
"371070",20
"371088",30
"371096",40
"371118",204
"371161",30
"371194",18
"371195",30
"371203",10
"371229",100
"371235",30
"371245",30
"371252",100
"371278",100
"371282",10
"371284",60
"371286",10
"371287",30
"371294",90
"371302",90
"371310",10
"371320",10
"371328",20
"371336",30
"371344",160
"371351",30
"371369",160
"371417",5
"371533",60
"371543",100
"371600",98
"371615",2
"371616",28
"371640",30
"371641",100
"371722",30
"371733",4
"371757",30
"371803",90
"371835",100
"371851",60
"371856",10
"371864",500
"371872",500
"371930",200
"371947",168
"371975",100
"372061",28
"372068",28
"372112",5
"372151",100
"372169",42
"372177",42
"372185",18
"372354",40
"372398",98
"372496",90
"372515",1
"372536",90
"372554",250
"372607",28
"372615",98
"372631",30
"372649",100
"372656",100
"372664",30
"372672",100
"372680",100
"372698",3
"372836",20
"372839",14
"372844",90
"372847",98
"372854",49
"372978",6
"373001",66
"373005",100
"373019",132
"373032",10
"373043",25
"373050",224
"373077",84
"373100",14
"373173",1
"373190",30
"373205",1
"373252",28
"373254",28
"373317",98
"373432",10
"373451",18
"373464",10
"373552",14
"373611",1
"373632",6
"373708",4
"373772",8
"373781",50
"373836",90
"373887",30
"373985",28
"373993",98
"374026",98
"374082",10
"374124",10
"374128",30
"374131",98
"374140",10
"374157",30
"374165",100
"374173",10
"374179",100
"374181",30
"374187",28
"374194",30
"374199",100
"374207",10
"374215",30
"374223",100
"374231",100
"374256",15
"374264",15
"374272",15
"374298",15
"374314",10
"374319",100
"374322",40
"374330",20
"374348",30
"374361",10
"374371",10
"374397",60
"374441",4
"374450",21
"374520",30
"374587",10
"374595",10
"374603",10
"374605",7
"374637",196
"374680",60
"374855",14
"374884",20
"374918",30
"375005",20
"375130",5000
"375153",98
"375202",7
"375259",5
"375304",100
"375445",14
"375471",20
"375518",10
"375618",30
"375621",30
"375634",30
"375642",100
"375645",7
"375714",98
"375725",100
"375740",100
"375798",100
"375830",30
"375861",30
"375865",8
"375897",30
"375994",28
"376090",7.5
"376097",5
"376232",56
"376235",1
"376280",4
"376327",100
"376434",200
"376483",10
"376491",30
"376496",2
"376509",50
"376517",100
"376525",30
"376533",50
"376541",21
"376566",20
"376568",1
"376574",30
"376582",60
"376663",20
"376736",90
"376915",98
"376924",5
"376941",1
"376948",56
"376974",28
"377127",20
"377135",50
"377139",30
"377143",100
"377150",20
"377168",50
"377176",100
"377184",20
"377192",50
"377200",100
"377218",10
"377226",15
"377234",20
"377242",14
"377275",30
"377291",28
"377309",98
"377317",3
"377325",21
"377333",42
"377374",28
"377382",28
"377432",56
"377440",112
"377457",56
"377465",112
"377473",56
"377481",112
"377499",56
"377504",30
"377507",112
"377515",5
"377861",20
"377911",10
"377957",2
"378114",0.3
"378152",30
"378197",10
"378353",5
"378382",10
"378414",30
"378432",60
"378501",25
"378539",30
"378571",100
"378686",100
"378690",10
"378855",100
"378880",25
"378939",3
"378969",28
"378986",28
"379032",40
"379034",126
"379058",30
"379097",196
"379173",100
"379206",16
"379207",98
"379214",30
"379222",50
"379230",30
"379305",15
"379313",30
"379394",250
"379495",0.4
"379534",5
"379626",28
"379669",1
"379677",1
"379685",1
"379698",120
"379756",5
"379762",98
"379782",56
"379853",1
"379856",0.5
"379875",5
"379883",5
"379982",10
"379990",30
"380006",90
"380014",10
"380022",30
"380081",100
"380147",15
"380175",28
"380240",18
"380246",20
"380253",60
"380261",30
"380275",100
"380279",100
"380381",30
"380386",28
"380425",90
"380549",100
"380558",60
"380564",1
"380594",1
"380642",15
"380725",100
"380732",100
"380733",100
"380741",30
"380758",100
"380766",8
"380774",30
"380782",100
"380833",30
"380840",100
"380865",100
"380881",15
"380901",56
"380922",30
"380952",100
"380964",10
"381038",5
"381046",5
"381053",50
"381061",50
"381079",50
"381111",14
"381129",20
"381137",40
"381145",100
"381152",16
"381194",15
"381274",6
"381386",100
"381444",50
"381456",6
"381472",1
"381517",50
"381530",5
"381658",10
"381734",72
"381760",100
"381794",90
"381868",100
"381931",18
"382164",98
"382207",56
"382230",100
"382241",30
"382268",1
"382314",100
"382324",180
"382449",15
"382515",28
"382531",98
"382578",10
"382620",98
"382764",120
"382795",20
"382820",20
"382920",100
"382956",14
"383002",56
"383031",1
"383190",30
"383208",100
"383216",30
"383224",100
"383289",56
"383445",30
"383589",25
"383737",10
"383754",100
"383837",63
"383918",30
"383944",28
"383950",10
"383968",30
"383976",100
"383992",100
"384013",60
"384036",28
"384064",56
"384184",100
"384211",70
"384247",100
"384294",60
"384407",9
"384410",100
"384478",30
"384490",98
"384498",100
"384543",56
"384599",1
"384626",2
"384642",1
"384694",2
"384741",28
"384786",1
"384794",30
"384829",28
"384858",30
"385049",10
"385295",56
"385350",60
"385490",100
"385528",28
"385555",98
"385559",112
"385566",200
"385742",1
"385756",0.25
"385765",100
"385769",84
"385773",30
"385813",7
"385822",30
"385864",10
"385872",20
"385880",105
"385898",30
"385922",100
"385955",28
"385995",10
"386012",90
"386037",28
"386073",60
"386095",30
"386128",10
"386133",1
"386265",30
"386394",20
"386417",100
"386432",28
"386517",28
"386574",100
"386610",96
"386616",100
"386672",35
"386681",1
"386693",100
"386712",250
"386742",6
"386749",100
"386762",12
"386765",20
"386823",10
"386900",24
"386934",50
"386953",98
"386977",45
"387012",3
"387027",200
"387068",100
"387076",100
"387160",10
"387208",1
"387241",26
"387258",26
"387266",26
"387274",26
"387320",1
"387383",1
"387479",30
"387514",20
"387522",100
"387528",56
"387548",20
"387555",100
"387589",10
"387597",12
"387605",20
"387613",30
"387675",5
"387691",1
"387746",20
"387803",10
"387811",10
"387829",30
"387836",10
"387837",100
"387845",10
"387852",20
"387860",100
"387902",20
"387910",20
"387928",16
"387984",30
"387991",98
"388005",28
"388068",56
"388111",2
"388133",100
"388210",6
"388287",4
"388323",12
"388419",100
"388455",100
"388511",100
"388516",60
"388538",28
"388670",1
"388694",40
"388702",100
"388710",6
"388731",30
"388813",56
"388858",28
"388862",7
"388898",27
"388963",84
"389028",1
"389049",1
"389056",1
"389130",100
"389146",60
"389203",56
"389243",14
"389247",30
"389253",7
"389330",60
"389337",1
"389404",84
"389441",100
"389447",200
"389452",4
"389460",6
"389478",100
"389486",30
"389494",60
"389502",30
"389577",5
"389583",84
"389723",14
"389882",14
"389900",98
"389908",56
"389925",100
"389944",50
"389981",28
"389999",30
"390005",100
"390013",28
"390021",30
"390034",1
"390039",100
"390047",28
"390054",30
"390062",100
"390093",60
"390183",100
"390283",28
"390307",20
"390336",20
"390340",50
"390407",1
"390461",100
"390507",98
"390531",6
"390548",60
"390633",98
"390634",1
"390688",14
"390699",25
"390784",28
"390825",100
"390836",28
"390918",56
"390928",30
"390947",100
"390971",100
"390997",20
"391030",6
"391092",28
"391237",100
"391262",7
"391268",100
"391304",98
"391376",28
"391382",100
"391390",28
"391472",50
"391529",30
"391550",4
"391582",60
"391643",200
"391727",28
"391730",500
"391763",98
"391771",98
"391772",98
"391779",90
"391862",2
"391870",5
"391871",30
"391949",28
"391954",20
"391961",28
"391979",30
"391984",30
"391987",100
"392001",56
"392019",100
"392027",30
"392035",400
"392043",100
"392050",100
"392068",49
"392123",98
"392138",30
"392160",1
"392185",10
"392220",100
"392228",10
"392242",3
"392319",5
"392381",10
"392390",30
"392399",50
"392438",14
"392542",1
"392550",10
"392586",28
"392772",10
"392794",112
"392898",30
"392947",4
"392992",98
"393079",28
"393242",28
"393285",98
"393287",200
"393360",1
"393380",30
"393388",8
"393404",56
"393556",4
"393619",90
"393700",56
"393934",204
"393941",90
"393942",204
"393959",204
"393975",20
"393983",40
"394090",30
"394191",98
"394262",204
"394270",5
"394273",28
"394288",7
"394357",90
"394506",30
"394543",1
"394594",30
"394621",100
"394624",28
"394691",30
"394850",100
"394864",50
"394866",50
"394874",50
"394882",50
"394890",100
"394908",50
"394916",100
"394951",12
"394957",35
"394965",14
"394973",3
"395012",30
"395015",100
"395020",100
"395046",30
"395053",100
"395057",4
"395061",2
"395077",90
"395079",2
"395087",2
"395095",50
"395096",1
"395103",50
"395129",100
"395137",100
"395145",20
"395152",60
"395160",100
"395208",28
"395218",30
"395226",3
"395287",56
"395341",100
"395342",15
"395385",200
"395404",250
"395441",28
"395469",100
"395509",200
"395673",100
"395681",25
"395715",30
"395732",98
"395800",120
"395840",30
"395850",100
"395860",24
"395884",5
"395923",3
"395924",30
"395932",30
"395953",2
"395956",100
"395988",60
"396051",6
"396054",4
"396080",60
"396120",60
"396162",100
"396184",100
"396186",28
"396192",50
"396250",5
"396321",50
"396362",56
"396371",28
"396436",168
"396454",0.5
"396464",5
"396482",112
"396484",56
"396485",50
"396554",30
"396604",28
"396663",28
"396671",56
"396675",3
"396683",140
"396689",98
"396784",10
"396843",28
"396871",30
"396911",100
"396970",100
"396987",6
"397053",100
"397064",100
"397213",4
"397216",30
"397224",100
"397240",60
"397259",28
"397281",20
"397299",100
"397302",24
"397307",60
"397315",10
"397353",100
"397364",20
"397482",1
"397508",56
"397604",3
"397606",60
"397638",25
"397641",1
"397646",56
"397653",35
"397661",100
"397679",100
"397695",50
"397713",30
"397729",100
"397745",60
"397752",120
"397760",10
"397928",100
"397950",1
"397968",100
"397976",100
"397984",100
"397992",100
"398071",10
"398138",120
"398164",100
"398180",14
"398198",10
"398206",30
"398214",100
"398222",6
"398230",4
"398236",30
"398248",12
"398263",5
"398297",5
"398313",90
"398321",200
"398339",100
"398347",250
"398354",30
"398362",50
"398388",30
"398420",14
"398479",100
"398485",50
"398487",200
"398495",30
"398503",100
"398507",14
"398511",100
"398526",1
"398528",10
"398560",28
"398578",98
"398602",21
"398642",98
"398653",6
"398677",15
"398685",15
"398698",100
"398719",1
"398750",100
"398756",30
"398768",28
"398776",98
"398800",30
"398807",28
"398859",120
"398867",120
"398922",84
"399105",12
"399147",10
"399154",15
"399162",30
"399170",10
"399188",15
"399196",30
"399204",30
"399211",30
"399212",100
"399231",28
"399238",1
"399303",1
"399306",30
"399319",1
"399347",1
"399377",60
"399388",5
"399400",100
"399434",98
"399477",56
"399482",1
"399485",2
"399501",1
"399519",56
"399527",56
"399549",56
"399570",1
"399592",30
"399733",10
"399740",2
"399746",5
"399782",2
"399790",5
"399801",100
"399825",21
"399856",4
"400017",1
"400028",100
"400044",8
"400134",30
"400143",100
"400150",7
"400168",105
"400192",7
"400211",200
"400218",20
"400226",15
"400244",20
"400318",1
"400366",48
"400408",20
"400416",40
"400422",30
"400499",3.5
"400508",4
"400556",100
"400574",56
"400581",100
"400592",250
"400616",30
"400701",5
"400733",60
"400788",125
"400789",8
"400804",7
"400807",10
"400812",100
"400820",170
"400839",6
"400846",6
"400848",1
"400877",10
"400883",4
"400887",30
"400944",90
"401000",28
"401001",5
"401026",10
"401059",10
"401116",6
"401134",60
"401155",30
"401257",100
"401518",100
"401534",98
"401604",24
"401612",120
"401620",4
"401627",28
"401629",84
"401661",500
"401679",1000
"401737",100
"401745",3
"401779",28
"401828",100
"401830",14
"401848",24
"401851",100
"401893",1000
"401975",60
"401984",7
"402073",200
"402083",100
"402149",20
"402198",30
"402203",100
"402206",200
"402214",100
"402246",14
"402253",50
"402290",2.5
"402305",84
"402343",84
"402395",98
"402404",10
"402438",30
"402479",50
"402511",100
"402537",100
"402570",100
"402596",100
"402600",10
"402602",5
"402610",100
"402619",56
"402651",1
"402673",180
"402685",28
"402693",98
"402705",30
"402770",65
"402773",28
"402776",4
"402790",28
"402792",100
"402796",100
"402801",1
"402807",98
"402842",28
"402859",98
"402891",30
"402917",28
"403048",98
"403097",30
"403162",7
"403190",100
"403205",25
"403228",100
"403237",12
"403337",30
"403360",100
"403386",100
"403393",120
"403474",28
"403514",30
"403524",56
"403579",1
"403615",90
"403629",56
"403633",240
"403634",20
"403636",28
"403642",21
"403675",50
"403683",24
"403805",1
"403808",30
